booking_id,customer_id,city,unit_size,start_date,end_date,duration_months,monthly_price,total_revenue,channel,repeat_customer
1037,4427,Turku,5m² Unit,2025-12-27,2026-07-25,7,93.5,654.5,Website,1
1038,1650,Helsinki,Premium Climate,2025-09-04,2026-07-31,11,270.0,2970.0,Referral,1
1039,8525,Tampere,10m² Unit,2024-12-22,2025-06-20,6,146.62,879.72,Referral,1
1040,4703,Helsinki,Small Locker,2025-08-27,2026-08-22,12,112.5,1350.0,Website,0
1041,6012,Vantaa,Small Locker,2025-11-29,2026-09-25,10,63.75,637.5,Website,1
1042,9527,Turku,10m² Unit,2024-08-23,2024-11-21,3,206.25,618.75,Google Ads,0
1043,5277,Vantaa,10m² Unit,2024-12-29,2025-09-25,9,159.38,1434.42,Partner,1
1044,7739,Espoo,5m² Unit,2024-05-09,2025-04-04,11,168.75,1856.25,Google Ads,0
1045,1998,Tampere,10m² Unit,2024-07-14,2025-03-11,8,215.62,1724.96,Walk-in,1
1046,1129,Espoo,Small Locker,2024-10-29,2025-04-27,6,81.0,486.0,Google Ads,1
1047,7833,Vantaa,Premium Climate,2024-05-25,2025-04-20,11,281.25,3093.75,Google Ads,1
1048,8729,Espoo,10m² Unit,2025-03-18,2025-11-13,8,202.5,1620.0,Walk-in,0
1049,8641,Vantaa,Premium Climate,2024-05-23,2024-12-19,7,281.25,1968.75,Partner,0
1050,8028,Espoo,5m² Unit,2025-02-06,2026-01-02,11,114.75,1262.25,Referral,1
1051,8176,Vantaa,Premium Climate,2024-07-09,2025-03-06,8,281.25,2250.0,Website,0
1052,8101,Turku,Small Locker,2025-04-25,2025-05-25,1,66.0,66.0,Partner,1
1053,9149,Tampere,Premium Climate,2025-07-19,2025-09-17,2,258.75,517.5,Referral,1
1054,1627,Tampere,Premium Climate,2026-01-27,2026-07-26,6,175.95,1055.7,Partner,1
1055,3165,Tampere,Premium Climate,2026-03-31,2026-12-26,9,207.0,1863.0,Walk-in,0
1056,6555,Helsinki,Premium Climate,2026-03-04,2027-01-28,11,270.0,2970.0,Google Ads,0
1057,1804,Tampere,10m² Unit,2026-03-23,2027-01-17,10,172.5,1725.0,Partner,0
1058,6770,Turku,5m² Unit,2026-01-01,2026-05-01,4,93.5,374.0,Partner,1
1059,9892,Vantaa,Premium Climate,2024-06-09,2025-02-04,8,281.25,2250.0,Walk-in,1
1060,2634,Espoo,5m² Unit,2025-09-21,2026-02-18,5,135.0,675.0,Google Ads,0
1061,5688,Tampere,10m² Unit,2025-03-14,2026-02-07,11,172.5,1897.5,Referral,1
1062,4345,Espoo,10m² Unit,2024-07-24,2025-06-19,11,253.12,2784.32,Referral,1
1063,3450,Espoo,Premium Climate,2026-03-24,2027-02-17,11,243.0,2673.0,Partner,0
1064,3081,Espoo,Small Locker,2025-12-14,2026-06-12,6,68.85,413.1,Google Ads,1
1065,8114,Vantaa,Premium Climate,2025-02-02,2025-12-29,11,191.25,2103.75,Partner,1
1066,9190,Helsinki,Premium Climate,2025-11-23,2026-09-19,10,229.5,2295.0,Website,1
1067,7438,Turku,10m² Unit,2025-07-21,2025-09-19,2,206.25,412.5,Website,0
1068,3323,Espoo,5m² Unit,2024-08-25,2024-10-24,2,168.75,337.5,Website,0
1069,6356,Espoo,Premium Climate,2024-10-22,2025-07-19,9,243.0,2187.0,Walk-in,1
1070,9722,Tampere,10m² Unit,2026-01-29,2026-11-25,10,146.62,1466.2,Website,1
1071,3346,Espoo,10m² Unit,2025-08-20,2026-06-16,10,253.12,2531.2,Referral,0
1072,6716,Helsinki,Small Locker,2024-06-03,2024-10-31,5,112.5,562.5,Walk-in,1
1073,6023,Helsinki,Small Locker,2024-09-17,2024-11-16,2,90.0,180.0,Google Ads,1
1074,1232,Tampere,Small Locker,2025-11-29,2026-04-28,5,58.65,293.25,Walk-in,1
1075,1183,Espoo,Premium Climate,2026-04-06,2026-11-02,7,243.0,1701.0,Referral,0
1076,6776,Vantaa,10m² Unit,2025-05-12,2026-01-07,8,234.38,1875.04,Referral,0
1077,9634,Helsinki,Premium Climate,2024-04-25,2025-02-19,10,270.0,2700.0,Walk-in,0
1078,7223,Tampere,Small Locker,2025-11-30,2026-04-29,5,58.65,293.25,Website,0
1079,2065,Espoo,Premium Climate,2024-12-10,2025-12-05,12,206.55,2478.6,Referral,0
1080,7052,Tampere,5m² Unit,2026-02-14,2026-04-15,2,97.75,195.5,Walk-in,0
1081,6186,Helsinki,Small Locker,2024-10-18,2025-09-13,11,90.0,990.0,Google Ads,0
1082,9973,Helsinki,Premium Climate,2024-07-03,2025-01-29,7,337.5,2362.5,Website,0
1083,6380,Helsinki,5m² Unit,2025-07-01,2025-10-29,4,187.5,750.0,Website,1
1084,1922,Turku,Premium Climate,2025-12-25,2026-05-24,5,168.3,841.5,Google Ads,0
1085,5699,Tampere,5m² Unit,2025-03-11,2025-04-10,1,115.0,115.0,Referral,1
1086,2471,Helsinki,10m² Unit,2025-01-02,2025-09-29,9,191.25,1721.25,Website,1
1087,9577,Vantaa,10m² Unit,2025-02-11,2026-01-07,11,159.38,1753.18,Google Ads,1
1088,9369,Helsinki,10m² Unit,2025-05-14,2025-11-10,6,281.25,1687.5,Partner,1
1089,8876,Tampere,Premium Climate,2025-07-03,2026-03-30,9,258.75,2328.75,Referral,1
1090,4834,Tampere,5m² Unit,2025-04-14,2025-06-13,2,115.0,230.0,Google Ads,1
1091,7795,Espoo,Small Locker,2024-06-12,2024-07-12,1,101.25,101.25,Referral,1
1092,5088,Helsinki,Small Locker,2024-11-10,2025-06-08,7,76.5,535.5,Website,0
1093,6408,Helsinki,Premium Climate,2025-11-04,2026-01-03,2,229.5,459.0,Walk-in,0
1094,5835,Turku,5m² Unit,2025-02-02,2025-05-03,3,93.5,280.5,Walk-in,1
1095,4188,Turku,10m² Unit,2025-05-05,2026-03-01,10,206.25,2062.5,Website,1
1096,8457,Vantaa,10m² Unit,2024-10-06,2025-10-01,12,187.5,2250.0,Google Ads,1
1097,9775,Espoo,10m² Unit,2024-12-26,2025-08-23,8,172.12,1376.96,Partner,1
1098,2016,Helsinki,Premium Climate,2025-07-03,2026-03-30,9,337.5,3037.5,Google Ads,1
1099,5549,Vantaa,Small Locker,2026-02-28,2027-01-24,11,63.75,701.25,Walk-in,0
1100,8280,Tampere,Small Locker,2024-07-16,2025-07-11,12,86.25,1035.0,Google Ads,0
1101,4615,Tampere,5m² Unit,2025-08-10,2026-08-05,12,143.75,1725.0,Website,0
1102,5824,Turku,Small Locker,2025-03-24,2025-05-23,2,66.0,132.0,Referral,0
1103,2613,Turku,10m² Unit,2024-11-13,2025-05-12,6,140.25,841.5,Website,0
1104,2303,Vantaa,Premium Climate,2025-10-18,2026-05-16,7,225.0,1575.0,Website,0
1105,4012,Turku,Small Locker,2024-05-29,2025-03-25,10,82.5,825.0,Google Ads,1
1106,5836,Turku,5m² Unit,2024-07-24,2024-09-22,2,137.5,275.0,Referral,0
1107,9145,Espoo,Premium Climate,2024-08-02,2024-12-30,5,303.75,1518.75,Google Ads,0
1108,5046,Vantaa,Small Locker,2025-01-08,2025-07-07,6,63.75,382.5,Partner,1
1109,2354,Vantaa,Premium Climate,2026-01-05,2026-08-03,7,191.25,1338.75,Google Ads,0
1110,9638,Tampere,10m² Unit,2024-07-27,2025-05-23,10,215.62,2156.2,Website,0
1111,8455,Turku,Small Locker,2026-01-04,2026-03-05,2,56.1,112.2,Referral,1
1112,3644,Helsinki,Premium Climate,2025-07-05,2026-06-30,12,337.5,4050.0,Google Ads,0
1113,6782,Vantaa,5m² Unit,2024-11-07,2025-08-04,9,106.25,956.25,Referral,1
1114,5654,Helsinki,Premium Climate,2025-08-30,2026-02-26,6,337.5,2025.0,Referral,1
1115,4489,Tampere,10m² Unit,2025-01-11,2025-08-09,7,146.62,1026.34,Walk-in,1
1116,9562,Helsinki,5m² Unit,2025-03-27,2025-10-23,7,150.0,1050.0,Referral,1
1117,6036,Vantaa,10m² Unit,2025-01-26,2025-10-23,9,159.38,1434.42,Partner,1
1118,7741,Espoo,Premium Climate,2024-10-05,2025-01-03,3,243.0,729.0,Walk-in,1
1119,7961,Helsinki,10m² Unit,2024-11-12,2024-12-12,1,191.25,191.25,Referral,1
1120,1150,Helsinki,Small Locker,2024-08-08,2025-07-04,11,112.5,1237.5,Walk-in,0
1121,7005,Espoo,5m² Unit,2024-10-27,2025-05-25,7,135.0,945.0,Walk-in,1
1122,7809,Turku,10m² Unit,2025-08-16,2026-01-13,5,206.25,1031.25,Walk-in,0
1123,9681,Tampere,Small Locker,2025-10-03,2026-04-01,6,69.0,414.0,Partner,1
1124,8538,Espoo,10m² Unit,2024-06-02,2024-11-29,6,253.12,1518.72,Walk-in,1
1125,9133,Turku,Premium Climate,2025-07-22,2026-05-18,10,247.5,2475.0,Referral,1
1126,7357,Helsinki,5m² Unit,2025-08-04,2026-05-31,10,187.5,1875.0,Walk-in,0
1127,9629,Vantaa,Premium Climate,2025-04-20,2025-10-17,6,225.0,1350.0,Website,0
1128,7032,Turku,10m² Unit,2024-10-09,2025-09-04,11,165.0,1815.0,Google Ads,0
1129,9899,Tampere,Premium Climate,2024-07-17,2025-03-14,8,258.75,2070.0,Referral,1
1130,3081,Helsinki,Small Locker,2025-07-08,2026-02-03,7,112.5,787.5,Walk-in,1
1131,7906,Vantaa,Small Locker,2025-12-15,2026-12-10,12,63.75,765.0,Website,0
1132,6395,Turku,Small Locker,2025-06-16,2026-03-13,9,82.5,742.5,Google Ads,0
1133,4020,Tampere,Premium Climate,2024-07-07,2025-03-04,8,258.75,2070.0,Website,1
1134,5542,Tampere,5m² Unit,2025-02-08,2025-10-06,8,97.75,782.0,Walk-in,0
1135,7533,Espoo,Small Locker,2025-05-24,2026-01-19,8,101.25,810.0,Referral,0
1136,9014,Helsinki,10m² Unit,2024-12-01,2025-03-01,3,191.25,573.75,Google Ads,0
1137,3699,Tampere,Premium Climate,2026-01-19,2026-07-18,6,175.95,1055.7,Google Ads,0
1138,8494,Helsinki,Premium Climate,2025-09-06,2026-05-04,8,270.0,2160.0,Partner,1
1139,7191,Espoo,Small Locker,2024-09-07,2025-01-05,4,81.0,324.0,Referral,0
1140,1369,Turku,Small Locker,2025-05-02,2025-11-28,7,82.5,577.5,Website,1
1141,9996,Espoo,Small Locker,2024-12-05,2025-10-01,10,68.85,688.5,Google Ads,1
1142,5318,Turku,Premium Climate,2025-04-03,2025-11-29,8,198.0,1584.0,Partner,1
1143,2966,Espoo,5m² Unit,2025-07-03,2026-06-28,12,168.75,2025.0,Google Ads,1
1144,7263,Turku,10m² Unit,2025-03-16,2026-03-11,12,165.0,1980.0,Google Ads,1
1145,3904,Vantaa,5m² Unit,2025-06-19,2026-03-16,9,156.25,1406.25,Referral,1
1146,2361,Helsinki,5m² Unit,2024-05-17,2025-04-12,11,187.5,2062.5,Website,0
1147,8578,Vantaa,Small Locker,2025-04-25,2025-10-22,6,75.0,450.0,Google Ads,1
1148,9333,Espoo,Premium Climate,2024-05-31,2025-05-26,12,303.75,3645.0,Google Ads,1
1149,3122,Vantaa,10m² Unit,2025-10-07,2026-03-06,5,187.5,937.5,Google Ads,1
1150,9194,Espoo,10m² Unit,2026-04-20,2026-05-20,1,202.5,202.5,Walk-in,1
1151,8425,Tampere,Small Locker,2024-05-16,2025-01-11,8,86.25,690.0,Walk-in,0
1152,3819,Vantaa,5m² Unit,2024-08-08,2025-03-06,7,156.25,1093.75,Walk-in,0
1153,2468,Vantaa,5m² Unit,2026-04-10,2026-12-06,8,125.0,1000.0,Walk-in,0
1154,8246,Turku,10m² Unit,2025-10-15,2026-05-13,7,165.0,1155.0,Partner,0
1155,2486,Vantaa,Small Locker,2024-10-06,2025-02-03,4,75.0,300.0,Website,1
1156,8176,Helsinki,10m² Unit,2026-03-05,2026-10-31,8,225.0,1800.0,Referral,1
1157,6516,Tampere,Premium Climate,2024-08-13,2025-06-09,10,258.75,2587.5,Website,1
1158,6111,Turku,5m² Unit,2024-10-03,2025-04-01,6,110.0,660.0,Walk-in,0
1159,7867,Espoo,10m² Unit,2024-09-23,2025-01-21,4,202.5,810.0,Referral,0
1160,9908,Helsinki,Small Locker,2026-02-13,2027-01-09,11,76.5,841.5,Partner,0
1161,8042,Vantaa,5m² Unit,2026-02-03,2026-11-30,10,106.25,1062.5,Partner,0
1162,3862,Espoo,Premium Climate,2025-01-25,2025-05-25,4,206.55,826.2,Partner,0
1163,3830,Turku,Premium Climate,2025-02-06,2025-03-08,1,168.3,168.3,Google Ads,1
1164,8710,Turku,Premium Climate,2024-08-14,2024-11-12,3,247.5,742.5,Website,1
1165,4998,Espoo,5m² Unit,2024-12-16,2025-06-14,6,114.75,688.5,Referral,0
1166,2233,Espoo,5m² Unit,2025-07-07,2025-11-04,4,168.75,675.0,Google Ads,1
1167,1654,Espoo,10m² Unit,2025-03-01,2025-06-29,4,202.5,810.0,Referral,1
1168,5740,Tampere,Small Locker,2025-07-14,2025-08-13,1,86.25,86.25,Website,0
1169,5239,Turku,10m² Unit,2025-04-15,2025-12-11,8,165.0,1320.0,Google Ads,0
1170,8478,Espoo,5m² Unit,2025-12-22,2026-12-17,12,114.75,1377.0,Walk-in,0
1171,5324,Vantaa,10m² Unit,2024-11-20,2025-10-16,11,159.38,1753.18,Website,1
1172,4055,Turku,10m² Unit,2025-10-28,2026-05-26,7,165.0,1155.0,Partner,1
1173,5695,Helsinki,10m² Unit,2025-05-09,2025-08-07,3,281.25,843.75,Walk-in,0
1174,3526,Turku,Small Locker,2025-07-10,2026-07-05,12,82.5,990.0,Website,0
1175,5058,Helsinki,Premium Climate,2024-08-17,2025-04-14,8,337.5,2700.0,Google Ads,0
1176,5604,Espoo,5m² Unit,2024-09-20,2025-06-17,9,135.0,1215.0,Walk-in,1
1177,9701,Tampere,10m² Unit,2025-05-18,2025-08-16,3,215.62,646.86,Website,1
1178,4883,Vantaa,Premium Climate,2026-03-21,2026-11-16,8,225.0,1800.0,Google Ads,1
1179,2896,Turku,5m² Unit,2025-03-17,2026-02-10,11,110.0,1210.0,Website,0
1180,4197,Espoo,Premium Climate,2024-12-20,2025-05-19,5,206.55,1032.75,Google Ads,0
1181,8544,Tampere,10m² Unit,2024-09-14,2025-04-12,7,172.5,1207.5,Google Ads,0
1182,1604,Espoo,Small Locker,2025-03-17,2025-10-13,7,81.0,567.0,Referral,1
1183,9724,Tampere,Small Locker,2026-01-13,2026-03-14,2,58.65,117.3,Google Ads,0
1184,2127,Turku,Small Locker,2024-06-18,2025-04-14,10,82.5,825.0,Website,1
1185,1153,Tampere,Small Locker,2025-05-25,2025-07-24,2,86.25,172.5,Referral,0
1186,2237,Turku,Small Locker,2025-05-16,2026-01-11,8,82.5,660.0,Website,0
1187,9340,Turku,Premium Climate,2025-11-09,2026-06-07,7,168.3,1178.1,Walk-in,0
1188,6213,Vantaa,Small Locker,2025-06-26,2025-10-24,4,93.75,375.0,Website,0
1189,7520,Tampere,Premium Climate,2025-06-15,2025-12-12,6,258.75,1552.5,Website,0
1190,7683,Vantaa,10m² Unit,2026-02-08,2026-11-05,9,159.38,1434.42,Referral,1
1191,8904,Turku,5m² Unit,2025-04-23,2025-08-21,4,110.0,440.0,Website,0
1192,4483,Helsinki,Small Locker,2024-05-20,2025-03-16,10,112.5,1125.0,Partner,0
1193,8610,Vantaa,Small Locker,2026-03-10,2026-12-05,9,75.0,675.0,Google Ads,0
1194,2110,Espoo,5m² Unit,2024-10-08,2025-01-06,3,135.0,405.0,Google Ads,1
1195,7498,Vantaa,Small Locker,2024-08-29,2025-08-24,12,93.75,1125.0,Referral,0
1196,6188,Vantaa,10m² Unit,2025-03-10,2025-08-07,5,187.5,937.5,Walk-in,1
1197,6307,Vantaa,10m² Unit,2025-11-13,2025-12-13,1,159.38,159.38,Partner,1
1198,6989,Tampere,10m² Unit,2024-06-04,2024-10-02,4,215.62,862.48,Walk-in,1
1199,3759,Turku,Small Locker,2024-07-10,2025-05-06,10,82.5,825.0,Walk-in,0
1200,3515,Vantaa,Premium Climate,2025-04-05,2025-07-04,3,225.0,675.0,Referral,1
1201,6265,Espoo,10m² Unit,2026-01-21,2026-03-22,2,172.12,344.24,Referral,1
1202,3898,Vantaa,10m² Unit,2025-12-31,2026-08-28,8,159.38,1275.04,Google Ads,0
1203,4770,Tampere,5m² Unit,2025-03-22,2026-02-15,11,115.0,1265.0,Google Ads,0
1204,6512,Turku,Premium Climate,2024-05-04,2024-09-01,4,247.5,990.0,Walk-in,1
1205,2825,Espoo,10m² Unit,2025-09-13,2026-05-11,8,202.5,1620.0,Partner,0
1206,8416,Helsinki,Premium Climate,2025-09-12,2026-06-09,9,270.0,2430.0,Google Ads,0
1207,7222,Helsinki,5m² Unit,2025-11-10,2026-08-07,9,127.5,1147.5,Google Ads,1
1208,5281,Turku,Small Locker,2024-08-03,2025-06-29,11,82.5,907.5,Website,0
1209,2969,Espoo,5m² Unit,2026-04-10,2026-09-07,5,135.0,675.0,Website,0
1210,7328,Espoo,Premium Climate,2025-06-22,2025-07-22,1,303.75,303.75,Google Ads,1
1211,8002,Vantaa,Small Locker,2024-04-23,2024-11-19,7,75.0,525.0,Google Ads,0
1212,2184,Espoo,5m² Unit,2025-05-31,2026-05-26,12,168.75,2025.0,Walk-in,0
1213,5411,Vantaa,5m² Unit,2025-12-07,2026-02-05,2,106.25,212.5,Walk-in,0
1214,3393,Helsinki,5m² Unit,2025-06-16,2025-11-13,5,187.5,937.5,Referral,0
1215,1524,Tampere,Small Locker,2026-04-07,2027-01-02,9,69.0,621.0,Website,1
1216,1043,Tampere,10m² Unit,2025-11-12,2026-02-10,3,146.62,439.86,Walk-in,0
1217,2070,Turku,5m² Unit,2024-05-22,2024-11-18,6,137.5,825.0,Google Ads,1
1218,5272,Tampere,Premium Climate,2025-03-24,2025-11-19,8,207.0,1656.0,Website,1
1219,7385,Tampere,5m² Unit,2025-03-21,2025-12-16,9,115.0,1035.0,Partner,1
1220,2148,Helsinki,5m² Unit,2024-09-03,2024-11-02,2,150.0,300.0,Referral,0
1221,2754,Helsinki,10m² Unit,2025-03-29,2025-08-26,5,225.0,1125.0,Referral,0
1222,7996,Helsinki,Premium Climate,2024-04-23,2025-04-18,12,270.0,3240.0,Website,0
1223,1457,Tampere,10m² Unit,2025-03-02,2025-05-01,2,172.5,345.0,Referral,1
1224,7983,Helsinki,Small Locker,2025-12-15,2026-01-14,1,76.5,76.5,Walk-in,1
1225,7626,Helsinki,Small Locker,2024-08-19,2025-03-17,7,112.5,787.5,Website,0
1226,9956,Turku,Small Locker,2026-04-15,2026-05-15,1,66.0,66.0,Google Ads,0
1227,7309,Turku,Small Locker,2024-05-30,2024-10-27,5,82.5,412.5,Walk-in,1
1228,5678,Vantaa,Small Locker,2024-11-13,2025-11-08,12,63.75,765.0,Walk-in,0
1229,3298,Tampere,Small Locker,2024-11-22,2025-08-19,9,58.65,527.85,Google Ads,1
1230,3011,Tampere,Premium Climate,2026-04-16,2026-06-15,2,207.0,414.0,Website,0
1231,3523,Espoo,Small Locker,2026-01-25,2026-11-21,10,68.85,688.5,Website,1
1232,2539,Turku,5m² Unit,2026-03-30,2027-01-24,10,110.0,1100.0,Website,0
1233,4093,Espoo,Small Locker,2026-01-31,2026-09-28,8,68.85,550.8,Walk-in,1
1234,8152,Turku,Small Locker,2024-09-02,2025-03-31,7,66.0,462.0,Website,0
1235,2400,Vantaa,10m² Unit,2025-01-07,2025-03-08,2,159.38,318.76,Google Ads,1
1236,2088,Helsinki,Small Locker,2025-11-11,2026-01-10,2,76.5,153.0,Walk-in,1
1237,6645,Helsinki,Premium Climate,2025-04-23,2026-01-18,9,270.0,2430.0,Website,1
1238,5568,Turku,Premium Climate,2025-05-16,2026-02-10,9,247.5,2227.5,Google Ads,0
1239,1634,Tampere,10m² Unit,2024-09-11,2025-06-08,9,172.5,1552.5,Website,1
1240,6280,Espoo,Small Locker,2025-11-26,2025-12-26,1,68.85,68.85,Referral,1
1241,2701,Espoo,5m² Unit,2025-07-22,2026-01-18,6,168.75,1012.5,Referral,1
1242,9393,Tampere,5m² Unit,2026-03-27,2027-03-22,12,115.0,1380.0,Website,1
1243,6673,Turku,5m² Unit,2026-02-28,2027-02-23,12,93.5,1122.0,Partner,1
1244,4123,Vantaa,Small Locker,2024-06-22,2024-08-21,2,93.75,187.5,Walk-in,0
1245,9555,Turku,10m² Unit,2025-10-01,2025-10-31,1,165.0,165.0,Referral,0
1246,7829,Tampere,5m² Unit,2026-01-29,2026-06-28,5,97.75,488.75,Walk-in,1
1247,7947,Turku,10m² Unit,2025-02-26,2025-05-27,3,140.25,420.75,Referral,1
1248,5210,Turku,10m² Unit,2024-10-19,2025-09-14,11,165.0,1815.0,Walk-in,0
1249,1209,Tampere,Small Locker,2025-06-17,2026-01-13,7,86.25,603.75,Partner,0
1250,1858,Turku,10m² Unit,2025-02-17,2025-06-17,4,140.25,561.0,Website,1
1251,2708,Helsinki,10m² Unit,2025-08-09,2025-10-08,2,281.25,562.5,Walk-in,0
1252,4513,Espoo,Premium Climate,2024-11-08,2025-05-07,6,206.55,1239.3,Website,0
1253,4807,Turku,5m² Unit,2025-10-28,2025-12-27,2,110.0,220.0,Referral,0
1254,1641,Tampere,Premium Climate,2024-12-11,2025-03-11,3,175.95,527.85,Walk-in,1
1255,1781,Vantaa,5m² Unit,2026-01-17,2026-07-16,6,106.25,637.5,Google Ads,0
1256,8328,Tampere,Premium Climate,2025-06-08,2025-07-08,1,258.75,258.75,Referral,0
1257,4653,Turku,Premium Climate,2026-04-04,2026-10-31,7,198.0,1386.0,Referral,0
1258,6619,Helsinki,Small Locker,2025-02-09,2026-02-04,12,76.5,918.0,Partner,0
1259,8495,Helsinki,10m² Unit,2024-09-14,2025-05-12,8,225.0,1800.0,Walk-in,1
1260,5611,Tampere,10m² Unit,2025-05-11,2026-02-05,9,215.62,1940.58,Referral,0
1261,8670,Helsinki,10m² Unit,2025-06-07,2025-11-04,5,281.25,1406.25,Website,1
1262,8977,Vantaa,10m² Unit,2024-10-26,2025-10-21,12,187.5,2250.0,Referral,1
1263,2868,Tampere,Premium Climate,2026-04-23,2027-04-18,12,207.0,2484.0,Google Ads,1
1264,4267,Turku,10m² Unit,2024-09-21,2025-07-18,10,165.0,1650.0,Website,0
1265,6873,Helsinki,Small Locker,2025-11-26,2026-02-24,3,76.5,229.5,Google Ads,0
1266,1711,Vantaa,5m² Unit,2025-02-26,2025-09-24,7,106.25,743.75,Website,0
1267,5032,Turku,Premium Climate,2026-01-11,2026-08-09,7,168.3,1178.1,Google Ads,0
1268,7185,Vantaa,10m² Unit,2025-02-03,2025-07-03,5,159.38,796.9,Partner,1
1269,4400,Turku,5m² Unit,2025-10-05,2026-07-02,9,110.0,990.0,Walk-in,1
1270,2054,Tampere,Premium Climate,2025-08-15,2026-05-12,9,258.75,2328.75,Website,1
1271,6923,Tampere,Small Locker,2025-09-10,2026-07-07,10,69.0,690.0,Referral,0
1272,3122,Tampere,Small Locker,2025-02-21,2025-04-22,2,58.65,117.3,Google Ads,1
1273,3888,Espoo,Small Locker,2025-02-11,2025-03-13,1,68.85,68.85,Partner,1
1274,8632,Helsinki,Small Locker,2026-01-18,2026-04-18,3,76.5,229.5,Partner,0
1275,1026,Vantaa,Premium Climate,2025-01-22,2025-07-21,6,191.25,1147.5,Referral,1
1276,2891,Vantaa,5m² Unit,2024-12-01,2025-03-01,3,106.25,318.75,Referral,1
1277,9490,Espoo,10m² Unit,2026-02-08,2026-08-07,6,172.12,1032.72,Partner,0
1278,6170,Espoo,10m² Unit,2025-06-09,2025-10-07,4,253.12,1012.48,Walk-in,1
1279,7442,Espoo,Small Locker,2025-07-01,2025-09-29,3,101.25,303.75,Partner,0
1280,4383,Tampere,Small Locker,2024-07-17,2025-03-14,8,86.25,690.0,Partner,1
1281,5827,Vantaa,Small Locker,2026-03-08,2026-10-04,7,75.0,525.0,Walk-in,0
1282,7425,Vantaa,Premium Climate,2025-03-27,2025-06-25,3,225.0,675.0,Website,0
1283,2196,Helsinki,5m² Unit,2024-10-18,2025-01-16,3,150.0,450.0,Referral,0
1284,1181,Turku,Premium Climate,2025-10-03,2026-07-30,10,198.0,1980.0,Partner,1
1285,1902,Vantaa,10m² Unit,2025-11-13,2026-04-12,5,159.38,796.9,Walk-in,1
1286,9629,Espoo,Premium Climate,2025-01-05,2025-02-04,1,206.55,206.55,Walk-in,0
1287,4848,Helsinki,5m² Unit,2025-11-20,2026-11-15,12,127.5,1530.0,Referral,0
1288,9997,Espoo,5m² Unit,2025-01-22,2025-10-19,9,114.75,1032.75,Walk-in,1
1289,4779,Vantaa,10m² Unit,2025-09-27,2026-08-23,11,187.5,2062.5,Partner,1
1290,2785,Vantaa,10m² Unit,2026-01-31,2026-05-31,4,159.38,637.52,Referral,0
1291,2033,Espoo,5m² Unit,2026-03-21,2026-12-16,9,135.0,1215.0,Google Ads,1
1292,3013,Vantaa,Small Locker,2025-10-09,2026-05-07,7,75.0,525.0,Google Ads,0
1293,6991,Tampere,Premium Climate,2025-07-03,2026-06-28,12,258.75,3105.0,Google Ads,0
1294,1102,Vantaa,Small Locker,2024-05-01,2024-11-27,7,93.75,656.25,Walk-in,0
1295,3515,Espoo,Premium Climate,2026-02-25,2026-09-23,7,206.55,1445.85,Google Ads,1
1296,5252,Espoo,Small Locker,2026-01-09,2026-07-08,6,68.85,413.1,Google Ads,1
1297,2951,Turku,Premium Climate,2024-12-27,2025-05-26,5,168.3,841.5,Website,1
1298,7026,Tampere,Small Locker,2025-07-18,2025-10-16,3,86.25,258.75,Referral,0
1299,2137,Turku,Small Locker,2025-11-04,2026-05-03,6,56.1,336.6,Partner,0
1300,9384,Tampere,Small Locker,2025-07-06,2026-07-01,12,86.25,1035.0,Google Ads,0
1301,9259,Tampere,10m² Unit,2024-08-09,2025-02-05,6,215.62,1293.72,Walk-in,0
1302,7958,Turku,10m² Unit,2024-10-20,2025-09-15,11,165.0,1815.0,Website,0
1303,1706,Vantaa,10m² Unit,2025-07-11,2026-07-06,12,234.38,2812.56,Google Ads,1
1304,8047,Espoo,10m² Unit,2025-07-01,2025-08-30,2,253.12,506.24,Partner,1
1305,1498,Helsinki,5m² Unit,2025-06-06,2025-12-03,6,187.5,1125.0,Google Ads,0
1306,3479,Espoo,10m² Unit,2025-01-16,2025-12-12,11,172.12,1893.32,Walk-in,0
1307,6869,Turku,Small Locker,2024-12-20,2025-09-16,9,56.1,504.9,Google Ads,1
1308,9149,Helsinki,Premium Climate,2025-05-18,2026-05-13,12,337.5,4050.0,Website,1
1309,6724,Tampere,10m² Unit,2025-09-19,2026-02-16,5,172.5,862.5,Referral,0
1310,5233,Tampere,5m² Unit,2025-12-02,2026-01-31,2,97.75,195.5,Referral,1
1311,7978,Espoo,Small Locker,2025-05-05,2025-10-02,5,101.25,506.25,Google Ads,1
1312,2715,Turku,5m² Unit,2025-06-15,2025-08-14,2,137.5,275.0,Website,0
1313,1237,Turku,Small Locker,2025-09-02,2025-12-31,4,66.0,264.0,Walk-in,0
1314,8361,Tampere,Small Locker,2025-01-02,2025-10-29,10,58.65,586.5,Referral,1
1315,4543,Tampere,5m² Unit,2024-12-04,2025-08-31,9,97.75,879.75,Google Ads,0
1316,9740,Turku,Small Locker,2025-11-17,2026-05-16,6,56.1,336.6,Referral,0
1317,6388,Turku,Premium Climate,2025-11-12,2026-03-12,4,168.3,673.2,Walk-in,1
1318,7610,Tampere,10m² Unit,2025-11-08,2026-03-08,4,146.62,586.48,Partner,1
1319,6742,Vantaa,Premium Climate,2026-02-12,2026-12-09,10,191.25,1912.5,Referral,0
1320,8746,Helsinki,5m² Unit,2025-11-23,2026-06-21,7,127.5,892.5,Referral,1
